"","X1","subject_ids","diff_species","choice","Imj1","Imj2","Img3","CamNum","SD_card_num","ForestType","ForestName","round","Date_Out","Date_Checked","Use_End_Date","Forest","Species","Diet"
"1929",3452,37162537,1,"DEERWHITETAILED","30_22_BC_0388.JPG","30_22_BC_0389.JPG",NA,30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1930",3453,37162538,1,"DEERWHITETAILED","30_22_BC_0391.JPG","30_22_BC_0392.JPG","30_22_BC_0393.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1931",3454,37162539,2,"DEERWHITETAILED","30_22_BC_0394.JPG","30_22_BC_0395.JPG","30_22_BC_0396.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1932",3455,37162540,1,"DEERWHITETAILED","30_22_BC_0397.JPG","30_22_BC_0398.JPG","30_22_BC_0399.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1933",3456,37162541,1,"BLACKBEAR","30_22_BC_0400.JPG","30_22_BC_0401.JPG","30_22_BC_0402.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Black Bear","Omnivore"
"1934",3457,37162542,1,"DEERWHITETAILED","30_22_BC_0403.JPG","30_22_BC_0404.JPG","30_22_BC_0405.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1935",3461,37162546,2,"PORCUPINE","30_22_BC_0430.JPG","30_22_BC_0431.JPG","30_22_BC_0432.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1936",3462,37162547,2,"PORCUPINE","30_22_BC_0433.JPG","30_22_BC_0434.JPG","30_22_BC_0435.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1937",3463,37162548,2,"PORCUPINE","30_22_BC_0436.JPG","30_22_BC_0437.JPG","30_22_BC_0438.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1938",3464,37162549,1,"DEERWHITETAILED","30_22_BC_0439.JPG","30_22_BC_0440.JPG","30_22_BC_0441.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1939",3466,37162551,1,"PORCUPINE","30_22_BC_0445.JPG","30_22_BC_0446.JPG","30_22_BC_0447.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1940",3469,37162554,1,"SQUIRRELGRAY","30_22_BC_0457.JPG","30_22_BC_0458.JPG","30_22_BC_0459.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1941",3470,37162555,2,"SQUIRRELGRAY","30_22_BC_0466.JPG","30_22_BC_0467.JPG","30_22_BC_0468.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1942",3471,37162556,2,"RACCOON","30_22_BC_0469.JPG","30_22_BC_0470.JPG","30_22_BC_0471.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Raccoon","Mesocarnivore"
"1943",3472,37162557,1,"SQUIRRELGRAY","30_22_BC_0472.JPG","30_22_BC_0473.JPG","30_22_BC_0474.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1944",3476,37162561,2,"SQUIRRELGRAY","30_22_BC_0487.JPG","30_22_BC_0488.JPG","30_22_BC_0489.JPG",30,22,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1945",3479,37818662,1,"DEERWHITETAILED","31_03_WHIP_0001.JPG","31_03_WHIP_0002.JPG","31_03_WHIP_0003.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1946",3480,37818663,1,"DEERWHITETAILED","31_03_WHIP_0004.JPG","31_03_WHIP_0005.JPG","31_03_WHIP_0006.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1947",3481,37818665,1,"DEERWHITETAILED","31_03_WHIP_0007.JPG","31_03_WHIP_0008.JPG","31_03_WHIP_0009.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1948",3500,37818931,1,"DEERWHITETAILED","31_03_WHIP_0094.JPG","31_03_WHIP_0095.JPG","31_03_WHIP_0096.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1949",3501,37818932,1,"DEERWHITETAILED","31_03_WHIP_0097.JPG","31_03_WHIP_0098.JPG","31_03_WHIP_0099.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1950",3502,37818933,1,"DEERWHITETAILED","31_03_WHIP_0100.JPG","31_03_WHIP_0101.JPG","31_03_WHIP_0102.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1951",3509,37819014,1,"DEERWHITETAILED","31_03_WHIP_0136.JPG","31_03_WHIP_0137.JPG","31_03_WHIP_0138.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1952",3510,37819015,1,"DEERWHITETAILED","31_03_WHIP_0139.JPG","31_03_WHIP_0140.JPG","31_03_WHIP_0141.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1953",3520,37820249,1,"DEERWHITETAILED","31_03_WHIP_0175.JPG","31_03_WHIP_0176.JPG","31_03_WHIP_0177.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1954",3521,37820253,1,"DEERWHITETAILED","31_03_WHIP_0181.JPG","31_03_WHIP_0182.JPG","31_03_WHIP_0183.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1955",3523,37820300,1,"SKUNKSTRIPED","31_03_WHIP_0190.JPG","31_03_WHIP_0191.JPG","31_03_WHIP_0192.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","Striped Skunk","Mesocarnivore"
"1956",3524,37820316,1,"COYOTE","31_03_WHIP_0193.JPG","31_03_WHIP_0194.JPG","31_03_WHIP_0195.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","Coyote","Mesocarnivore"
"1957",3530,37820485,1,"RACCOON","31_03_WHIP_0211.JPG","31_03_WHIP_0212.JPG","31_03_WHIP_0213.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"1958",3558,37820645,1,"RACCOON","31_03_WHIP_0307.JPG","31_03_WHIP_0308.JPG","31_03_WHIP_0309.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"1959",3559,37820648,1,"DEERWHITETAILED","31_03_WHIP_0310.JPG","31_03_WHIP_0311.JPG","31_03_WHIP_0312.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1960",3609,37820820,1,"BLACKBEAR","31_03_WHIP_0463.JPG","31_03_WHIP_0464.JPG","31_03_WHIP_0465.JPG",31,3,"Pine","WHIP",3,"5/13/19","9/4/19","6/9/19","Whippoorwill Corners","Black Bear","Omnivore"
"1961",3610,31429114,1,"DEERWHITETAILED","31_06_WHIP_0028.JPG","31_06_WHIP_0029.JPG","31_06_WHIP_0030.JPG",31,6,"Pine","WHIP",1,"12/19/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1962",3611,31429115,2,"DEERWHITETAILED","31_06_WHIP_0031.JPG","31_06_WHIP_0032.JPG","31_06_WHIP_0033.JPG",31,6,"Pine","WHIP",1,"12/19/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1963",3612,31429116,2,"DEERWHITETAILED","31_06_WHIP_0034.JPG","31_06_WHIP_0035.JPG","31_06_WHIP_0036.JPG",31,6,"Pine","WHIP",1,"12/19/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1964",3616,31429120,1,"DEERWHITETAILED","31_06_WHIP_0046.JPG","31_06_WHIP_0047.JPG","31_06_WHIP_0048.JPG",31,6,"Pine","WHIP",1,"12/19/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1965",3630,39638669,1,"DEERWHITETAILED","31_15_WHIP_0013.JPG","31_15_WHIP_0014.JPG","31_15_WHIP_0015.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1966",3632,39638673,2,"DEERWHITETAILED","31_15_WHIP_0019.JPG","31_15_WHIP_0020.JPG","31_15_WHIP_0021.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1967",3633,39638681,1,"DEERWHITETAILED","31_15_WHIP_0022.JPG","31_15_WHIP_0023.JPG","31_15_WHIP_0024.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1968",3634,39638682,1,"DEERWHITETAILED","31_15_WHIP_0025.JPG","31_15_WHIP_0026.JPG","31_15_WHIP_0027.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1969",3635,39638683,1,"DEERWHITETAILED","31_15_WHIP_0028.JPG","31_15_WHIP_0029.JPG","31_15_WHIP_0030.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1970",3636,39638719,1,"DEERWHITETAILED","31_15_WHIP_0031.JPG","31_15_WHIP_0032.JPG","31_15_WHIP_0033.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1971",3637,39638744,1,"DEERWHITETAILED","31_15_WHIP_0034.JPG","31_15_WHIP_0035.JPG","31_15_WHIP_0036.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1972",3638,39638745,1,"COYOTE","31_15_WHIP_0037.JPG","31_15_WHIP_0038.JPG","31_15_WHIP_0039.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","Coyote","Mesocarnivore"
"1973",3639,39638746,1,"RACCOON","31_15_WHIP_0040.JPG","31_15_WHIP_0041.JPG","31_15_WHIP_0042.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"1974",3648,39638775,1,"DEERWHITETAILED","31_15_WHIP_0067.JPG","31_15_WHIP_0068.JPG","31_15_WHIP_0069.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1975",3649,39638776,1,"DEERWHITETAILED","31_15_WHIP_0070.JPG","31_15_WHIP_0071.JPG","31_15_WHIP_0072.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1976",3650,39638779,1,"COYOTE","31_15_WHIP_0073.JPG","31_15_WHIP_0074.JPG","31_15_WHIP_0075.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","Coyote","Mesocarnivore"
"1977",3651,39638782,2,"DEERWHITETAILED","31_15_WHIP_0076.JPG","31_15_WHIP_0077.JPG","31_15_WHIP_0078.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1978",3652,39638783,1,"DEERWHITETAILED","31_15_WHIP_0079.JPG","31_15_WHIP_0080.JPG","31_15_WHIP_0081.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1979",3653,39638786,1,"DEERWHITETAILED","31_15_WHIP_0082.JPG","31_15_WHIP_0083.JPG","31_15_WHIP_0084.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1980",3654,39638799,1,"SQUIRRELGRAY","31_15_WHIP_0085.JPG","31_15_WHIP_0086.JPG","31_15_WHIP_0087.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"1981",3656,39638809,1,"DEERWHITETAILED","31_15_WHIP_0091.JPG","31_15_WHIP_0092.JPG","31_15_WHIP_0093.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1982",3657,39638810,1,"DEERWHITETAILED","31_15_WHIP_0094.JPG","31_15_WHIP_0095.JPG","31_15_WHIP_0096.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1983",3658,39638814,1,"DEERWHITETAILED","31_15_WHIP_0097.JPG","31_15_WHIP_0098.JPG","31_15_WHIP_0099.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1984",3659,39638815,1,"DEERWHITETAILED","31_15_WHIP_0100.JPG","31_15_WHIP_0101.JPG","31_15_WHIP_0102.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1985",3660,39638818,1,"DEERWHITETAILED","31_15_WHIP_0103.JPG","31_15_WHIP_0104.JPG","31_15_WHIP_0105.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1986",3661,39638819,1,"DEERWHITETAILED","31_15_WHIP_0106.JPG","31_15_WHIP_0107.JPG","31_15_WHIP_0108.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1987",3662,39638834,2,"PORCUPINE","31_15_WHIP_0109.JPG","31_15_WHIP_0110.JPG","31_15_WHIP_0111.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","Porcupine","Herbivore"
"1988",3663,39638839,1,"DEERWHITETAILED","31_15_WHIP_0112.JPG","31_15_WHIP_0113.JPG","31_15_WHIP_0114.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1989",3664,39638840,1,"DEERWHITETAILED","31_15_WHIP_0115.JPG","31_15_WHIP_0116.JPG","31_15_WHIP_0117.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1990",3665,39638841,1,"DEERWHITETAILED","31_15_WHIP_0118.JPG","31_15_WHIP_0119.JPG","31_15_WHIP_0120.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1991",3666,39638842,1,"DEERWHITETAILED","31_15_WHIP_0121.JPG","31_15_WHIP_0122.JPG","31_15_WHIP_0123.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1992",3667,39638846,2,"DEERWHITETAILED","31_15_WHIP_0124.JPG","31_15_WHIP_0125.JPG","31_15_WHIP_0126.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1993",3668,39638848,1,"DEERWHITETAILED","31_15_WHIP_0127.JPG","31_15_WHIP_0128.JPG","31_15_WHIP_0129.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1994",3669,39638849,1,"DEERWHITETAILED","31_15_WHIP_0130.JPG","31_15_WHIP_0131.JPG","31_15_WHIP_0132.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1995",3670,39638850,1,"DEERWHITETAILED","31_15_WHIP_0133.JPG","31_15_WHIP_0134.JPG","31_15_WHIP_0135.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1996",3671,39638851,1,"DEERWHITETAILED","31_15_WHIP_0136.JPG","31_15_WHIP_0137.JPG","31_15_WHIP_0138.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1997",3672,39638852,1,"DEERWHITETAILED","31_15_WHIP_0139.JPG","31_15_WHIP_0140.JPG","31_15_WHIP_0141.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1998",3673,39638853,1,"DEERWHITETAILED","31_15_WHIP_0142.JPG","31_15_WHIP_0143.JPG","31_15_WHIP_0144.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"1999",3674,39638854,1,"DEERWHITETAILED","31_15_WHIP_0145.JPG","31_15_WHIP_0146.JPG","31_15_WHIP_0147.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2000",3675,39638855,1,"DEERWHITETAILED","31_15_WHIP_0148.JPG","31_15_WHIP_0149.JPG","31_15_WHIP_0150.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2001",3676,39638856,1,"DEERWHITETAILED","31_15_WHIP_0151.JPG","31_15_WHIP_0152.JPG","31_15_WHIP_0153.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2002",3677,39638858,1,"DEERWHITETAILED","31_15_WHIP_0154.JPG","31_15_WHIP_0155.JPG","31_15_WHIP_0156.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2003",3678,39638863,2,"COYOTE","31_15_WHIP_0157.JPG","31_15_WHIP_0158.JPG","31_15_WHIP_0159.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","Coyote","Mesocarnivore"
"2004",3680,39638869,1,"DEERWHITETAILED","31_15_WHIP_0163.JPG","31_15_WHIP_0164.JPG","31_15_WHIP_0165.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2005",3681,39638872,1,"DEERWHITETAILED","31_15_WHIP_0166.JPG","31_15_WHIP_0167.JPG","31_15_WHIP_0168.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2006",3683,39638877,1,"DEERWHITETAILED","31_15_WHIP_0172.JPG","31_15_WHIP_0173.JPG","31_15_WHIP_0174.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2007",3684,39638878,1,"DEERWHITETAILED","31_15_WHIP_0175.JPG","31_15_WHIP_0176.JPG","31_15_WHIP_0177.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2008",3685,39638879,1,"DEERWHITETAILED","31_15_WHIP_0178.JPG","31_15_WHIP_0179.JPG","31_15_WHIP_0180.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2009",3686,39638880,1,"DEERWHITETAILED","31_15_WHIP_0181.JPG","31_15_WHIP_0182.JPG","31_15_WHIP_0183.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2010",3687,39638887,1,"DEERWHITETAILED","31_15_WHIP_0184.JPG","31_15_WHIP_0185.JPG","31_15_WHIP_0186.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2011",3688,39638888,1,"DEERWHITETAILED","31_15_WHIP_0187.JPG","31_15_WHIP_0188.JPG","31_15_WHIP_0189.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2012",3689,39638891,2,"DEERWHITETAILED","31_15_WHIP_0190.JPG","31_15_WHIP_0191.JPG","31_15_WHIP_0192.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2013",3690,39638892,1,"DEERWHITETAILED","31_15_WHIP_0193.JPG","31_15_WHIP_0194.JPG","31_15_WHIP_0195.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2014",3691,39638894,1,"DEERWHITETAILED","31_15_WHIP_0196.JPG","31_15_WHIP_0197.JPG","31_15_WHIP_0198.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2015",3692,39638897,1,"DEERWHITETAILED","31_15_WHIP_0199.JPG","31_15_WHIP_0200.JPG","31_15_WHIP_0201.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2016",3697,39638926,1,"DEERWHITETAILED","31_15_WHIP_0214.JPG","31_15_WHIP_0215.JPG","31_15_WHIP_0216.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2017",3698,39638927,1,"DEERWHITETAILED","31_15_WHIP_0217.JPG","31_15_WHIP_0218.JPG","31_15_WHIP_0219.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2018",3699,39638928,1,"DEERWHITETAILED","31_15_WHIP_0220.JPG","31_15_WHIP_0221.JPG","31_15_WHIP_0222.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2019",3700,39638929,1,"DEERWHITETAILED","31_15_WHIP_0223.JPG","31_15_WHIP_0224.JPG","31_15_WHIP_0225.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2020",3701,39638932,1,"DEERWHITETAILED","31_15_WHIP_0226.JPG","31_15_WHIP_0227.JPG","31_15_WHIP_0228.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2021",3714,39638999,1,"DEERWHITETAILED","31_15_WHIP_0271.JPG","31_15_WHIP_0272.JPG","31_15_WHIP_0273.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2022",3715,39639000,1,"DEERWHITETAILED","31_15_WHIP_0274.JPG","31_15_WHIP_0275.JPG","31_15_WHIP_0276.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2023",3726,39639041,1,"DEERWHITETAILED","31_15_WHIP_0310.JPG","31_15_WHIP_0311.JPG","31_15_WHIP_0312.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2024",3727,39639042,1,"DEERWHITETAILED","31_15_WHIP_0313.JPG","31_15_WHIP_0314.JPG","31_15_WHIP_0315.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2025",3728,39639046,1,"DEERWHITETAILED","31_15_WHIP_0316.JPG","31_15_WHIP_0317.JPG","31_15_WHIP_0318.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2026",3731,39639106,1,"DEERWHITETAILED","31_15_WHIP_0328.JPG","31_15_WHIP_0329.JPG","31_15_WHIP_0330.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2027",3732,39639113,2,"DEERWHITETAILED","31_15_WHIP_0331.JPG","31_15_WHIP_0332.JPG","31_15_WHIP_0333.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2028",3735,39639128,1,"DEERWHITETAILED","31_15_WHIP_0340.JPG","31_15_WHIP_0341.JPG","31_15_WHIP_0342.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2029",3749,39639183,1,"DEERWHITETAILED","31_15_WHIP_0382.JPG","31_15_WHIP_0383.JPG","31_15_WHIP_0384.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2030",3750,39639184,1,"DEERWHITETAILED","31_15_WHIP_0385.JPG","31_15_WHIP_0386.JPG","31_15_WHIP_0387.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2031",3751,39639185,1,"DEERWHITETAILED","31_15_WHIP_0388.JPG","31_15_WHIP_0389.JPG","31_15_WHIP_0390.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"2032",3758,39639212,1,"SQUIRRELGRAY","31_15_WHIP_0409.JPG","31_15_WHIP_0410.JPG","31_15_WHIP_0411.JPG",31,15,"Pine","WHIP",4,"9/27/19","11/1/19","11/10/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
